source,t_frame,seq,epoch,body_sha256,http_status,elapsed_ms,symbol,bid_levels_src_order_preserved,ask_levels_src_order_preserved,ltp,open,high,low,yclose,close_published,day_trades,day_volume,day_value_mn,stats_raw,n_bid_levels,n_ask_levels,src_order_preserved,buy_pct,sell_pct,total_buy_volume,total_sell_volume,raw_keys,zero_fields,dup_payload,best_bid,best_ask,bid_qty1,ask_qty1,bid_depth_top3,ask_depth_top3,bid_depth_top5,ask_depth_top5,bid_depth_all,ask_depth_all,n_bid,n_ask,spread,spread_ticks,mid,microprice,crossed,locked,one_sided,empty,largest_wall_side,largest_wall_price,largest_wall_qty,largest_wall_share,bid_weighted_depth,ask_weighted_depth,n_level_events,unchanged_run,imb_l1,imb_top3,imb_top5,imb_all,imb_weighted,book_primary,book_agree,book_diff,xcheck_dt_s,frame_no,t_prev_frame,frame_dt_s,w_t_source,w_ltp,w_day_trades,w_day_volume,w_day_value_mn,w_market_category,w_high,w_low,w_open,w_yclose,watch_age_s,watch_src_age_s,mkt_up,mkt_down,mkt_n,tape_d_trades,tape_d_volume,tape_d_value_mn,tape_vwap,tape_rows,tape_last_price,tape_monotone_break,snap_d_trades,snap_d_volume,snap_d_value_mn,snap_vwap,snap_monotone_break,int_d_volume,int_d_trades,int_vwap,int_source,side_score,side_truth,side_conf,signed_int_volume,ev_n,ev_bid_add_qty,ev_bid_reduce_qty,ev_ask_add_qty,ev_ask_reduce_qty,ev_bid_replenish,ev_ask_replenish,ev_ask_touch_consumed,ev_bid_touch_consumed,ev_ask_cancel_away,ev_bid_cancel_away,ev_sweeps,market_trades,market_volume,market_value_mn,mkt_stat_up,mkt_stat_down,mkt_stat_flat,market_age_s,upper_limit,lower_limit,tick_size,ref_from_future,shares_to_door,door_visible,bid_at_upper_limit,ask_at_lower_limit,block_trades_today,block_quantity_today,one_frame_pressure,liquidity_top5,liquidity_change_w,mid_change_w_ticks,mid_change_1_ticks,bid_pressure_frac_w,persistent_bid_pressure,ask_thin_ratio_w,ask_thinning,bid_replenish_events_w,bid_net_add_w,bid_replenishment,multi_level_transition,spread_stable,core_run,time_persistence,price_response_ok,composite_score,composite,composite_episode_start,composite_episode_id,mirror_composite,b_imb_l1,b_imb_top5,b_imb_weighted,b_largest_wall_bid,b_one_frame_pressure,ask_touch_depleted,bid_touch_depleted,ask_replenished_after_depletion,resilience_frames,stale_book,stale_watch,bad_book,fwd_mid_ticks_h2,fwd_up_h2,fwd_down_h2,fwd_valid_h2,fwd_ltp_ticks_h2,fwd_mid_ticks_h4,fwd_up_h4,fwd_down_h4,fwd_valid_h4,fwd_ltp_ticks_h4,fwd_mid_ticks_h8,fwd_up_h8,fwd_down_h8,fwd_valid_h8,fwd_ltp_ticks_h8,split,tod_bucket,spread_bucket,state,state_age,is_transition
lankabd_depth,2026-09-08 03:50:16.776405+00:00,1,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,324,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,0,,,,,,lankabd_depth,1.0,0.0,2.004009,0,,,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,5.937092,11983.776405,0,638,638,,,,,0,,False,,,,,False,,,,none,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.624596,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,,,,,False,,False,0.0,0.0,False,False,False,0,False,False,0,False,False,,False,False,False,False,False,False,False,False,False,,False,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,0,True
lankabd_depth,2026-09-08 03:50:28.239617+00:00,15,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,341,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,1,,,,,,lankabd_depth,1.0,0.0,0.308853,1,2026-09-08 03:50:16.776405+00:00,11.463212,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,17.400304,11995.239617,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.087808,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,,,,,False,,False,0.0,0.0,False,False,False,0,False,False,0,False,False,,False,False,False,False,False,False,False,False,False,,False,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,1,False
lankabd_depth,2026-09-08 03:50:38.041085+00:00,29,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,324,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,2,,,,,,lankabd_depth,1.0,0.0,0.331331,2,2026-09-08 03:50:28.239617+00:00,9.801468,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,27.201772,12005.041085,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.889276,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,,,,,False,,False,0.0,0.0,False,False,False,0,False,False,0,False,False,,False,False,False,False,False,False,False,False,False,,False,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,2,False
lankabd_depth,2026-09-08 03:50:49.267921+00:00,43,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,322,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,3,,,,,,lankabd_depth,1.0,0.0,0.332598,3,2026-09-08 03:50:38.041085+00:00,11.226836,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,8.039142,12016.267921,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38.116112,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,,,,,False,,False,0.0,0.0,False,False,False,0,False,False,0,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,3,False
lankabd_depth,2026-09-08 03:50:59.075994+00:00,57,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,324,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,4,,,,,,lankabd_depth,1.0,0.0,0.334569,4,2026-09-08 03:50:49.267921+00:00,9.808073,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,17.847215,12026.075994,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.924185,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,,,,,False,,False,0.0,0.0,False,False,False,0,False,False,0,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,4,False
lankabd_depth,2026-09-08 03:51:09.327190+00:00,71,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,323,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,5,,,,,,lankabd_depth,1.0,0.0,0.326999,5,2026-09-08 03:50:59.075994+00:00,10.251196,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,28.098411,12036.32719,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.175381,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,,,,0.0,False,,False,0.0,0.0,False,False,False,0,False,False,0,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,5,False
lankabd_depth,2026-09-08 03:51:20.925172+00:00,85,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,336,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,6,,,,,,lankabd_depth,1.0,0.0,0.313949,6,2026-09-08 03:51:09.327190+00:00,11.597982,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,9.098884,12047.925172,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.788964,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,0.0,,,0.0,False,,False,0.0,0.0,True,False,False,0,False,False,1,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,6,False
lankabd_depth,2026-09-08 03:51:30.724870+00:00,99,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,330,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,7,,,,,,lankabd_depth,1.0,0.0,0.316258,7,2026-09-08 03:51:20.925172+00:00,9.799698,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,18.898582,12057.72487,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.588662,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,0.0,,,0.0,False,,False,0.0,0.0,True,False,False,0,False,False,1,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,7,False
lankabd_depth,2026-09-08 03:51:40.532521+00:00,113,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,330,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,8,,,,,,lankabd_depth,1.0,0.0,0.317352,8,2026-09-08 03:51:30.724870+00:00,9.807651,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,28.706233,12067.532521,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.396313,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,0.0,,,0.0,False,,False,0.0,0.0,True,False,False,0,False,False,1,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,8,False
lankabd_depth,2026-09-08 03:51:51.799624+00:00,127,17ba1881a43a46fcb97194e10400be46,3566e955f7442ee1eec6b399eec6c2fb13493417ed53b01d2af666902c07de2c,200,328,BEXIMCO,,,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,,0,0,True,0.0,0.0,0.0,0.0,"['buyPercentage', 'buyPriceTable', 'closePrice', 'dataGrid', 'daysHigh', 'daysLow', 'exchange', 'lastTradePrice', 'noOfTrade', 'openPrice', 'sellPercentage', 'sellPriceTable', 'symbol', 'totalBuyVolume', 'totalSellVolume', 'totalValueBDT', 'totalValueMN', 'totalVolume', 'yClosePrice', 'yDaysHigh', 'yDaysLow', 'yLastTradePrice', 'yNoOfTrade', 'yOpenPrice', 'yTotalValueBDT', 'yTotalVolume', 'yesterdayClosePrice']","['ltp', 'open', 'high', 'low', 'close_published']",True,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,,,False,False,False,True,,,0.0,0.0,0.0,0.0,0,9,,,,,,lankabd_depth,1.0,0.0,0.319372,9,2026-09-08 03:51:40.532521+00:00,11.267103,2026-09-08 00:30:33+00:00,0.0,0.0,0.0,0.0,B-EQ,0.0,0.0,0.0,21.5,9.443201,12078.799624,0,638,638,,,,,0,,False,0.0,0.0,0.0,,False,0.0,0.0,,snapshot_day_totals,,NOT_OBSERVABLE,none,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.663416,23.6,19.4,0.1,False,,False,False,False,0.0,0.0,,0.0,0.0,,,0.0,False,,False,0.0,0.0,True,False,False,0,False,False,1,False,False,,False,False,False,False,False,False,False,False,False,,True,False,True,,False,False,False,0.0,,False,False,False,0.0,,False,False,False,0.0,dev,0,-1,NO_BOOK,9,False
